,Type,Symbol,Description,Close,LastWaveStart,LastwaveEnd,LastWavePeriod,LastWaveValueGain,CurrentWaveStart,CurrentPeriod,CurrentValueGain,TRelative,GainRelative,Congruence,P,DeltaN,YieldEst,GainPerDayCurrent,GainPerDayEstimated,Boll-2MA,MA2Boll+,RSI
162,bov,BRAP4.SA,BRADESPAR   PN      N1,26.83,2021-12-09,2022-01-19,41 days,26.46,2021-12-09,53 days,19.78,129.27,74.75,54.52,1.4,-12,6.68,37.32,-55.67,True,False,45.45
163,bov,CRFB3.SA,CARREFOUR BRON      NM,16.7,2021-03-03,2021-06-10,99 days,27.3,2022-01-07,24 days,16.13,24.24,59.07,34.83,1.75,75,11.17,67.2,14.9,False,False,82.03
164,bov,MYPK3.SA,IOCHP-MAXIONON      NM,15.07,2021-08-17,2021-10-18,62 days,34.11,2021-12-01,61 days,11.89,98.39,34.87,63.51,0.56,1,22.21,19.5,2221.12,False,True,63.04
165,bov,JBSS3.SA,JBS         ON      NM,35.21,2021-06-25,2021-12-29,187 days,37.93,2021-12-03,59 days,3.67,31.55,9.67,21.89,0.46,128,34.26,6.21,26.77,True,False,46.11
166,bov,GRND3.SA,GRENDENE    ON      NM,9.14,2021-03-01,2021-08-12,164 days,66.15,2022-01-05,26 days,14.97,15.85,22.63,6.78,3.92,138,51.18,57.59,37.09,False,True,77.58
167,bov,SHOW3.SA,TIME FOR FUNON      NM,3.7,2021-08-16,2021-09-03,18 days,10.74,2022-01-24,7 days,22.63,38.89,210.62,171.73,1.23,11,-11.88,323.25,-108.04,False,False,80.25
168,bov,FLRY3.SA,FLEURY      ON      NM,20.36,2021-05-03,2021-05-20,17 days,8.05,2022-01-05,26 days,22.6,152.94,280.7,127.76,2.21,-9,-14.55,86.93,161.67,False,True,73.95
169,bov,AGRO3.SA,BRASILAGRO  ON      NM,28.06,2021-08-17,2021-10-15,59 days,25.44,2021-12-01,61 days,18.32,103.39,71.99,31.4,2.37,-2,7.13,30.03,-356.26,False,True,53.19
170,bov,CYRE3.SA,CYRELA REALTON      NM,17.38,2021-03-09,2021-06-14,97 days,13.82,2022-01-18,13 days,21.33,13.4,154.3,140.9,1.1,84,-7.5,164.05,-8.93,False,True,83.18
171,bov,CEBR3.SA,CEB         ON,16.0,2021-10-11,2021-10-14,3 days,-294.11,2022-01-21,10 days,3.26,333.33,-1.11,334.44,-0.0,-7,-297.38,32.64,4248.27,False,True,57.2
172,bov,CPLE3.SA,COPEL       ON      N2,6.35,2021-07-08,2022-01-31,207 days,21.65,2021-11-08,84 days,16.16,40.58,74.64,34.06,2.26,123,5.49,19.24,4.46,False,False,91.01
173,bov,TRPL4.SA,TRAN PAULISTPN      N1,24.2,2021-08-19,2021-12-22,125 days,12.14,2022-01-13,18 days,2.53,14.4,20.81,6.41,3.85,107,9.61,14.03,8.98,False,True,78.57
174,bov,MTSA4.SA,METISA      PN,40.0,2021-08-17,2021-10-28,72 days,22.15,2021-09-21,132 days,7.16,183.33,32.3,151.03,0.22,-60,15.0,5.42,-25.0,True,False,42.27
175,bov,EMBR3.SA,EMBRAER     ON      NM,20.31,2021-09-22,2021-10-14,22 days,26.72,2022-01-28,3 days,1.23,13.64,4.6,9.04,0.57,19,25.49,40.95,134.18,True,False,21.23
176,bov,ABCB4.SA,ABC BRASIL  PN      N2,15.84,2021-09-29,2021-12-10,72 days,19.95,2022-01-05,26 days,0.87,36.11,4.35,31.76,0.14,46,19.08,3.34,41.48,False,True,50.56
177,bov,BRML3.SA,BR MALLS PARON      NM,9.59,2021-10-26,2022-01-31,97 days,30.27,2022-01-10,21 days,28.32,21.65,93.56,71.91,1.32,76,1.95,134.85,2.56,False,True,89.26
178,bov,SLCE3.SA,SLC AGRICOLAON      NM,46.07,2021-08-31,2022-01-19,141 days,24.07,2021-12-20,42 days,29.23,29.79,121.44,91.65,1.34,99,-5.16,69.6,-5.21,False,True,62.74
179,bov,NTCO3.SA,GRUPO NATURAON      NM,22.84,2021-05-12,2021-07-12,61 days,22.21,2022-01-18,13 days,8.24,21.31,37.12,15.8,2.51,48,13.97,63.42,29.1,False,True,49.19
180,bov,SEER3.SA,SER EDUCA   ON      NM,11.59,2021-03-18,2021-06-23,97 days,51.46,2022-01-05,26 days,17.1,26.8,33.23,6.43,6.12,71,34.36,65.78,48.39,False,True,90.13
181,bov,FRAS3.SA,FRAS-LE     ON      N1,12.55,2021-05-27,2021-08-09,74 days,44.64,2022-01-27,4 days,2.07,5.41,4.63,0.78,20.89,70,42.58,51.64,60.82,True,False,47.95
182,bov,PCAR3.SA,P.ACUCAR-CBDON      NM,22.63,2020-10-30,2021-06-04,217 days,210.12,2022-01-17,14 days,13.32,6.45,6.34,0.11,7.14,203,196.8,95.15,96.95,False,False,73.27
183,bov,TEND3.SA,TENDA       ON      NM,16.06,2021-05-21,2021-06-18,28 days,5.98,2022-01-18,13 days,8.8,46.43,147.14,100.71,1.48,15,-2.82,67.72,-18.8,False,True,64.94
184,bov,SMTO3.SA,SAO MARTINHOON      NM,37.06,2021-09-08,2021-11-08,61 days,27.93,2022-01-10,21 days,10.42,34.43,37.32,2.89,19.71,40,17.5,49.63,43.76,False,True,71.96
185,bov,SBFG3.SA,GRUPO SBF   ON      NM,25.82,2021-03-09,2021-07-12,125 days,59.51,2022-01-05,26 days,24.67,20.8,41.45,20.65,2.11,99,34.84,94.87,35.19,False,False,81.69
186,bov,BRFS3.SA,BRF SA      ON      NM,22.33,2021-09-20,2021-10-01,11 days,16.54,2021-12-13,49 days,11.69,445.45,70.67,374.79,0.19,-38,4.85,23.86,-12.77,True,False,43.48
187,bov,EMAE4.SA,EMAE        PN,49.42,2021-12-03,2021-12-30,27 days,39.8,2022-01-28,3 days,-2.99,11.11,-7.51,18.63,-0.43,24,42.79,-99.69,178.28,True,False,36.54
188,bov,BIOM3.SA,BIOMM       ON      MA,14.5,2021-08-18,2021-10-04,47 days,27.62,2021-12-09,53 days,10.46,112.77,37.85,74.91,0.51,-6,17.17,19.73,-286.13,False,True,65.62
189,bov,SULA11.SA,SUL AMERICA UNT     N2,25.31,2021-10-06,2021-11-10,35 days,19.1,2022-01-18,13 days,9.34,37.14,48.92,11.78,4.54,22,9.75,71.87,44.33,False,True,64.52
190,bov,YDUQ3.SA,YDUQS PART  ON      NM,21.92,2021-10-29,2021-12-16,48 days,10.55,2022-01-10,21 days,15.91,43.75,150.76,107.01,1.42,27,-5.36,75.74,-19.83,False,True,78.81
191,bov,RENT3.SA,LOCALIZA    ON      NM,58.95,2021-10-29,2021-12-16,48 days,27.37,2022-01-10,21 days,18.23,43.75,66.58,22.83,3.05,27,9.15,86.79,33.88,False,True,79.28
192,bov,AZUL4.SA,AZUL        PN      N2,28.85,2021-03-29,2021-06-08,71 days,28.34,2021-12-02,60 days,30.67,84.51,108.21,23.71,4.77,11,-2.33,51.11,-21.16,False,True,71.95
193,bov,GOLL4.SA,GOL         PN      N2,18.29,2021-12-01,2021-12-22,21 days,17.19,2022-01-05,26 days,12.23,123.81,71.13,52.68,1.38,-5,4.96,47.02,-99.23,False,False,68.6
194,bov,IGTI3.SA,IGUATEMI S.AON      N1,3.35,2021-03-01,2021-07-16,137 days,54.91,2022-01-05,26 days,31.41,18.98,57.21,38.23,1.54,111,23.5,120.83,21.17,False,True,76.22
195,bov,ALSO3.SA,ALIANSCSONAEON      NM,22.46,2021-10-29,2022-01-31,94 days,17.47,2022-01-10,21 days,19.24,22.34,110.17,87.83,1.27,73,-1.78,91.64,-2.43,False,True,82.48
196,bov,BEEF3.SA,MINERVA     ON      NM,9.6,2021-12-01,2021-12-29,28 days,22.14,2022-01-27,4 days,0.11,14.29,0.5,13.79,0.04,24,22.03,2.76,91.77,True,False,46.91
197,bov,COGN3.SA,COGNA ON    ON      NM,2.57,2021-03-01,2021-06-21,112 days,28.92,2022-01-10,21 days,22.27,18.75,77.02,58.27,1.34,91,6.64,106.06,7.3,False,True,87.32
198,bov,PRIO3.SA,PETRORIO    ON      NM,23.84,2021-08-17,2021-10-14,58 days,54.98,2022-01-05,26 days,15.28,44.83,27.79,17.03,1.73,32,39.7,58.77,124.05,False,True,74.26
199,bov,HYPE3.SA,HYPERA      ON      NM,31.22,2021-12-01,2022-01-31,61 days,15.66,2022-01-11,20 days,15.63,32.79,99.84,67.05,1.51,41,0.03,78.17,0.06,False,False,89.77
200,bov,SAPR4.SA,SANEPAR     PN      N2,4.05,2021-03-01,2021-03-19,18 days,12.19,2022-01-10,21 days,13.13,116.67,107.72,8.94,13.56,-3,-0.94,62.52,31.38,False,False,85.92
201,bov,BRKM5.SA,BRASKEM     PNA     N1,49.17,2021-11-17,2021-12-07,20 days,33.96,2022-01-27,4 days,3.15,20.0,9.26,10.74,0.95,16,30.81,78.63,192.58,True,False,38.21
202,bov,MILS3.SA,MILLS       ON      NM,6.48,2021-10-29,2021-12-14,46 days,33.71,2022-01-18,13 days,14.51,28.26,43.03,14.77,3.12,33,19.2,111.58,58.19,False,True,80.98
203,bov,OIBR3.SA,OI          ON      N1,1.07,2021-10-07,2021-10-19,12 days,16.51,2022-01-10,21 days,43.23,175.0,261.86,86.86,3.05,-9,-26.72,205.87,296.92,False,True,86.27
204,bov,JHSF3.SA,JHSF PART   ON      NM,6.39,2021-12-01,2022-01-31,61 days,32.88,2022-01-17,14 days,28.24,22.95,85.89,62.94,1.39,47,4.64,201.7,9.87,False,True,93.63
205,bov,UCAS3.SA,UNICASA     ON      NM,3.71,2021-03-24,2021-06-14,82 days,33.14,2022-01-18,13 days,0.21,15.85,0.63,15.22,0.04,69,32.93,1.62,47.72,True,False,42.48
206,bov,MULT3.SA,MULTIPLAN   ON      N2,21.41,2021-10-26,2022-01-31,97 days,21.8,2022-01-10,21 days,25.65,21.65,117.65,96.0,1.24,76,-3.85,122.14,-5.06,False,True,89.8
207,bov,EZTC3.SA,EZTEC       ON      NM,21.51,2021-05-24,2021-06-14,21 days,14.36,2022-01-18,13 days,15.74,61.9,109.63,47.72,2.35,8,-1.38,121.1,-17.28,False,True,75.56
208,bov,LPSB3.SA,LOPES BRASILON      NM,2.93,2021-03-10,2021-05-11,62 days,47.09,2022-01-06,25 days,36.89,40.32,78.33,38.01,2.12,37,10.2,147.56,27.58,False,True,90.32
209,bov,MGLU3.SA,MAGAZ LUIZA ON      NM,7.02,2021-05-21,2021-07-16,56 days,25.59,2021-12-14,48 days,18.97,85.71,74.12,11.59,7.0,8,6.62,39.52,82.8,False,True,62.75
210,bov,VIIA3.SA,VIA         ON      NM,4.76,2021-03-09,2021-06-28,111 days,35.71,2022-01-18,13 days,20.77,11.71,58.17,46.46,1.28,98,14.94,159.77,15.24,False,True,70.0
211,bov,ANIM3.SA,ANIMA       ON      NM,8.81,2021-10-29,2021-12-10,42 days,32.07,2022-01-10,21 days,22.66,50.0,70.66,20.66,3.59,21,9.41,107.91,44.82,False,False,82.84
212,bov,MOVI3.SA,MOVIDA      ON      NM,16.51,2021-10-29,2021-12-10,42 days,21.14,2022-01-10,21 days,19.57,50.0,92.55,42.55,2.23,21,1.58,93.17,7.5,False,True,83.03
213,bov,ELET3.SA,ELETROBRAS  ON      N1,35.29,2021-09-08,2021-10-18,40 days,8.32,2022-01-10,21 days,15.45,52.5,185.68,133.18,1.4,19,-7.13,73.55,-37.51,False,True,86.38
214,bov,B3SA3.SA,B3          ON      NM,14.65,2021-06-10,2021-07-14,34 days,5.88,2022-01-03,28 days,28.87,82.35,491.11,408.76,1.2,6,-22.99,103.12,-383.22,False,True,84.26
215,bov,KLBN11.SA,KLABIN S/A  UNT     N2,25.07,2021-10-19,2021-12-17,59 days,15.65,2022-01-25,6 days,3.46,10.17,22.11,11.94,2.02,53,12.19,57.66,22.99,True,False,50.76
216,bov,ROMI3.SA,INDS ROMI   ON      NM,16.84,2020-09-23,2021-04-19,208 days,164.23,2021-11-18,74 days,16.95,35.58,10.32,25.25,0.43,134,147.27,22.91,109.9,False,False,62.88
217,bov,IRBR3.SA,IRBBRASIL REON      NM,3.25,2021-03-09,2021-05-13,65 days,11.32,2022-01-24,7 days,-2.49,10.77,-22.03,32.8,-0.69,58,13.81,-35.61,23.81,True,False,34.55
218,bov,PTBL3.SA,PORTOBELLO  ON      NM,9.38,2021-11-30,2021-12-16,16 days,23.14,2022-01-07,24 days,20.4,150.0,88.12,61.88,1.45,-8,2.75,84.98,-34.36,False,False,81.25
219,bov,RNEW3.SA,RENOVA      ON      N2,2.42,2021-03-09,2021-06-09,92 days,58.65,2022-01-17,14 days,7.26,15.22,12.38,2.84,6.73,78,51.39,51.85,65.89,False,True,60.34
220,bov,ENAT3.SA,ENAUTA PART ON      NM,15.32,2021-11-19,2022-01-28,70 days,19.05,2022-01-06,25 days,18.73,35.71,98.33,62.62,1.6,45,0.32,74.93,0.71,False,True,78.92
221,bov,AMER3.SA,AMERICANAS  ON      NM,31.71,2021-10-04,2021-10-20,16 days,23.12,2022-01-10,21 days,14.63,131.25,63.26,67.99,0.94,-5,8.49,69.65,-169.87,False,True,63.7
222,bov,ITSA3.SA,ITAUSA      ON      N1,10.32,2021-03-01,2021-06-07,98 days,17.75,2022-01-03,28 days,11.95,28.57,67.33,38.76,1.78,70,5.8,42.69,8.28,False,True,82.7
223,bov,SQIA3.SA,SINQIA      ON      NM,19.0,2021-03-09,2021-07-22,135 days,45.94,2022-01-18,13 days,33.92,9.63,73.83,64.2,1.17,122,12.02,260.9,9.85,False,False,84.29
224,bov,MRFG3.SA,MARFRIG     ON      NM,22.59,2021-06-08,2021-10-14,128 days,49.27,2021-12-13,49 days,14.56,38.28,29.56,8.72,3.83,79,34.7,29.72,43.93,False,True,60.48
225,bov,TCNO4.SA,TECNOSOLO   PN,1.38,2021-12-15,2022-01-06,22 days,132.7,2022-01-26,5 days,5.29,22.73,3.99,18.74,0.22,17,127.41,105.84,749.44,True,False,34.29
226,bov,BIDI3.SA,BANCO INTER ON      N2,9.57,2021-06-15,2021-07-21,36 days,27.76,2021-12-28,0 days,-1.14,0.0,-4.09,4.09,-1.32,36,28.9,-inf,80.27,True,False,26.61
227,bov,BIDI4.SA,BANCO INTER PN      N2,9.49,2021-06-08,2021-07-21,43 days,28.65,2021-12-23,0 days,-0.42,0.0,-1.46,1.46,-3.15,43,29.07,-inf,67.61,True,False,38.06
228,bov,BIDI11.SA,BANCO INTER UNT     N2,28.65,2021-06-15,2021-07-21,36 days,29.59,2021-12-21,2 days,-0.46,5.56,-1.56,7.11,-0.26,34,30.05,-23.07,88.39,True,False,41.3
229,bov,EVEN3.SA,EVEN        ON      NM,7.4,2021-03-09,2021-06-18,101 days,18.46,2021-12-01,61 days,21.43,60.4,116.12,55.72,2.12,40,-2.97,35.14,-7.44,False,True,77.59
230,bov,HBOR3.SA,HELBOR      ON      NM,4.31,2021-03-09,2021-06-07,90 days,27.49,2022-01-18,13 days,10.37,14.44,37.71,23.27,1.69,77,17.12,79.75,22.24,False,True,63.16
231,bov,ENGI3.SA,ENERGISA    ON      N2,14.11,2021-09-28,2021-12-10,73 days,16.08,2022-01-14,17 days,7.78,23.29,48.38,25.09,2.01,56,8.3,45.77,14.83,False,True,76.95
232,bov,OMGE3.SA,OMEGA GER   ON      NM,27.43,2021-08-17,2021-09-21,35 days,8.63,2021-12-14,9 days,1.53,25.71,17.78,7.94,2.56,26,7.1,17.05,27.3,False,True,44.32
233,bov,FHER3.SA,FER HERINGERON      NM,15.97,2021-08-17,2021-09-15,29 days,80.68,2022-01-31,0 days,0.13,0.0,0.16,0.16,0.18,29,80.56,inf,277.79,True,False,26.68
234,bov,ALUP11.SA,ALUPAR      UNT     N2,25.65,2021-03-03,2021-06-04,93 days,23.33,2022-01-10,21 days,8.49,22.58,36.38,13.8,2.84,72,14.84,40.42,20.62,False,False,87.14
235,bov,AZEV4.SA,AZEVEDO     PN,3.39,2021-11-30,2021-12-23,23 days,43.07,2022-01-24,7 days,0.04,30.43,0.1,30.33,0.0,16,43.02,0.63,268.89,True,False,44.44
236,bov,FESA4.SA,FERBASA     PN      N1,46.72,2021-11-26,2021-12-13,17 days,17.99,2022-01-26,5 days,4.2,29.41,23.37,6.04,4.63,12,13.79,84.09,114.9,False,True,46.87
237,bov,BBRK3.SA,BR BROKERS  ON      NM,1.35,2021-06-11,2021-06-23,12 days,96.94,2022-01-18,13 days,34.63,108.33,35.73,72.61,0.5,-1,62.31,266.41,-6231.12,False,False,81.97
238,bov,ENMT3.SA,ENERGISA MT ON,79.9,2021-12-28,2022-01-28,31 days,2.1,2022-01-31,0 days,-1.36,0.0,-64.61,64.61,-1.02,31,3.46,-inf,11.16,False,False,26.32
239,bov,BMEB4.SA,MERC BRASIL PN      N1,11.34,2021-01-05,2022-01-28,388 days,56.77,2021-11-10,82 days,26.5,21.13,46.67,25.53,1.9,306,30.28,32.31,9.89,False,False,60.09
240,bov,VIVR3.SA,VIVER       ON      NM,1.27,2021-06-14,2021-06-23,9 days,179.42,2022-01-10,21 days,17.55,233.33,9.78,223.55,0.04,-12,161.87,83.59,-1348.89,False,False,72.22
241,bov,RCSL4.SA,RECRUSUL    PN,1.26,2021-12-06,2021-12-14,8 days,10.32,2022-01-10,21 days,10.71,262.5,103.78,158.72,0.66,-13,-0.39,50.98,3.0,False,True,67.57
242,bov,TECN3.SA,TECHNOS     ON      NM,2.62,2021-07-30,2021-10-19,81 days,48.51,2022-01-10,21 days,30.14,25.93,62.12,36.19,1.77,60,18.38,143.5,30.63,False,False,83.77
243,bov,CRIV3.SA,ALFA FINANC ON,5.19,2021-12-01,2022-01-27,57 days,6.59,2021-12-27,35 days,5.31,61.4,80.6,19.2,4.43,22,1.28,15.18,5.81,False,True,75.91
244,bov,HETA4.SA,HERCULES    PN,8.06,2021-09-03,2021-11-24,82 days,45.69,2022-01-05,26 days,4.34,31.71,9.51,22.2,0.45,56,41.34,16.71,73.82,True,False,54.8
245,bov,RRRP3.SA,3R PETROLEUMON      NM,38.39,2021-09-20,2021-10-05,15 days,23.51,2021-11-26,66 days,28.06,440.0,119.34,320.66,0.37,-51,-4.55,42.51,8.91,False,True,63.59
246,bov,AERI3.SA,AERIS       ON      NM,6.5,2021-08-16,2021-09-17,32 days,24.67,2022-01-18,13 days,8.36,40.62,33.88,6.74,5.9,19,16.31,64.3,85.86,False,False,64.49
247,bov,AESB3.SA,AES BRASIL  ON      NM,11.69,2021-08-11,2021-09-01,21 days,14.4,2022-01-10,21 days,12.97,100.0,90.11,9.89,10.13,0,1.42,61.77,inf,False,True,68.84
248,bov,AALR3.SA,ALLIAR      ON      NM,16.66,2021-11-18,2021-11-26,8 days,44.06,2022-01-10,21 days,29.41,262.5,66.76,195.74,0.34,-13,14.65,140.06,-112.67,False,True,60.93
249,bov,AMBP3.SA,AMBIPAR     ON      NM,39.64,2021-10-29,2021-11-25,27 days,22.27,2022-01-18,13 days,12.9,48.15,57.92,9.77,6.61,14,9.37,99.2,66.93,False,True,62.4
250,bov,ARZZ3.SA,AREZZO CO   ON      NM,81.19,2021-01-14,2021-07-15,182 days,48.7,2022-01-10,21 days,19.42,11.54,39.89,28.35,1.46,161,29.27,92.49,18.18,False,True,77.59
251,bov,BPAN4.SA,BANCO PAN   PN      N1,10.93,2021-03-24,2021-06-23,91 days,88.8,2022-01-18,13 days,11.07,14.29,12.47,1.82,15.28,78,77.73,85.18,99.65,False,False,61.7
252,bov,BRSR6.SA,BANRISUL    PNB     N1,10.95,2021-03-24,2021-06-02,70 days,22.54,2021-12-22,40 days,16.8,57.14,74.52,17.38,4.55,30,5.74,42.0,19.14,False,True,89.5
253,bov,BKBR3.SA,BK BRASIL   ON      NM,6.25,2021-10-29,2021-11-11,13 days,21.63,2022-01-10,21 days,15.36,161.54,71.0,90.54,0.79,-8,6.27,73.13,-78.4,False,True,72.36
254,bov,CEAB3.SA,CEA MODAS   ON      NM,6.57,2021-03-09,2021-06-21,104 days,43.63,2022-01-18,13 days,21.24,12.5,48.68,36.18,1.38,91,22.39,163.36,24.6,False,False,74.67
255,bov,CESP6.SA,CESP        PNB     N1,23.3,2021-10-07,2021-11-03,27 days,11.48,2022-01-06,25 days,15.95,92.59,138.91,46.31,3.07,2,-4.47,63.8,-223.35,False,True,59.36
256,bov,BMGB4.SA,BANCO BMG   PN      N1,3.16,2021-05-14,2021-06-09,26 days,15.32,2021-12-01,61 days,20.44,234.62,133.42,101.19,1.33,-35,-5.12,33.51,14.63,False,True,54.13
257,bov,CSMG3.SA,COPASA      ON      NM,13.17,2021-03-09,2021-05-24,76 days,28.75,2022-01-10,21 days,12.93,27.63,44.96,17.33,2.75,55,15.83,61.57,28.77,False,False,89.76
258,bov,PNVL3.SA,DIMED       ON      NM,13.62,2021-05-20,2021-06-29,40 days,14.18,2022-01-06,25 days,21.87,62.5,154.19,91.69,1.7,15,-7.69,87.48,-51.24,False,False,72.79
259,bov,DIRR3.SA,DIRECIONAL  ON      NM,13.65,2021-10-29,2022-01-31,94 days,38.41,2022-01-10,21 days,25.76,22.34,67.08,44.74,1.53,73,12.64,122.68,17.32,False,True,88.46
260,bov,ECOR3.SA,ECORODOVIAS ON      NM,7.93,2021-03-09,2021-06-15,98 days,26.62,2022-01-05,26 days,12.71,26.53,47.76,21.23,2.36,72,13.9,48.9,19.31,False,False,75.98
261,bov,ENBR3.SA,ENERGIAS BR ON      NM,21.61,2021-08-05,2022-01-19,167 days,28.0,2022-01-06,25 days,8.77,14.97,31.33,16.36,2.04,142,19.22,35.09,13.54,False,True,77.35
262,bov,SOMA3.SA,GRUPO SOMA  ON      NM,14.43,2021-10-29,2021-11-19,21 days,14.14,2022-01-18,13 days,29.11,61.9,205.84,143.93,1.44,8,-14.97,223.94,-187.11,False,True,81.7
263,bov,HBSA3.SA,HIDROVIAS   ON      NM,3.14,2021-12-01,2021-12-28,27 days,26.55,2022-01-19,12 days,13.77,44.44,51.85,7.41,8.09,15,12.78,114.71,85.21,False,False,58.12
264,bov,LWSA3.SA,LOCAWEB     ON      NM,9.68,2021-06-07,2021-07-22,45 days,14.96,2022-01-18,13 days,13.99,28.89,93.52,64.63,1.47,32,0.97,107.62,3.03,False,True,48.16
265,bov,VAMO3.SA,VAMOS       ON      NM,12.27,2021-12-01,2021-12-15,14 days,20.66,2022-01-18,13 days,19.29,92.86,93.37,0.51,191.94,1,1.37,148.38,136.95,False,True,72.63
266,bov,RDOR3.SA,REDE D OR   ON      NM,44.73,2021-07-21,2021-08-24,34 days,13.89,2022-01-18,13 days,12.52,38.24,90.17,51.94,1.77,21,1.36,96.33,6.5,False,True,67.28
267,bov,NGRD3.SA,NEOGRID     ON      NM,3.03,2021-06-30,2021-07-06,6 days,22.02,2022-01-10,21 days,26.95,350.0,122.36,227.64,0.54,-15,-4.93,128.33,32.83,False,False,75.19
268,bov,TUPY3.SA,TUPY        ON      NM,21.03,2021-09-20,2021-11-11,52 days,14.03,2022-01-07,24 days,9.92,46.15,70.72,24.56,3.0,28,4.11,41.35,14.68,False,True,64.1
269,bov,SBSP3.SA,SABESP      ON      NM,37.36,2021-08-18,2021-12-30,134 days,22.22,2022-01-10,21 days,5.38,15.67,24.21,8.54,3.21,113,16.84,25.62,14.9,False,True,70.94
270,bov,CXSE3.SA,CAIXA SEGURION      NM,8.84,2021-10-07,2021-11-19,43 days,21.15,2022-01-05,26 days,10.25,60.47,48.48,11.98,4.41,17,10.9,39.44,64.1,False,False,73.66
271,bov,SIMH3.SA,SIMPAR      ON      NM,11.12,2021-12-01,2021-12-17,16 days,18.04,2022-01-18,13 days,17.77,81.25,98.5,17.25,6.06,3,0.27,136.72,9.0,False,True,73.21
